"Time (ISO-YMD)","B Field - ECF x (mGauss)","B Field - ECF y (mGauss)","B Field - ECF z (mGauss)"
2019-11-19T15:18:00.000,146.443,-456.895,-133.877
2019-11-19T15:18:30.000,166.878,-447.538,-149.752
2019-11-19T15:19:00.000,187.154,-436.282,-163.948
2019-11-19T15:19:30.000,207.074,-423.279,-176.375
2019-11-19T15:20:00.000,226.452,-408.707,-186.968
2019-11-19T15:20:30.000,245.118,-392.763,-195.694
2019-11-19T15:21:00.000,262.921,-375.657,-202.551
2019-11-19T15:21:30.000,279.735,-357.608,-207.566
2019-11-19T15:22:00.000,295.461,-338.835,-210.795
2019-11-19T15:22:30.000,310.029,-319.550,-212.315
2019-11-19T15:23:00.000,323.394,-299.952,-212.225
2019-11-19T15:23:30.000,335.539,-280.223,-210.639
2019-11-19T15:24:00.000,346.469,-260.524,-207.678
2019-11-19T15:24:30.000,356.204,-240.989,-203.469
2019-11-19T15:25:00.000,364.781,-221.730,-198.137
2019-11-19T15:25:30.000,372.242,-202.834,-191.805
2019-11-19T15:26:00.000,378.635,-184.369,-184.586
2019-11-19T15:26:30.000,384.009,-166.383,-176.589
2019-11-19T15:27:00.000,388.409,-148.911,-167.911
2019-11-19T15:27:30.000,391.880,-131.976,-158.642
2019-11-19T15:28:00.000,394.463,-115.595,-148.864
2019-11-19T15:28:30.000,396.196,-99.777,-138.651
2019-11-19T15:29:00.000,397.117,-84.531,-128.071
2019-11-19T15:29:30.000,397.263,-69.861,-117.186
2019-11-19T15:30:00.000,396.673,-55.767,-106.052
2019-11-19T15:30:30.000,395.386,-42.248,-94.718
2019-11-19T15:31:00.000,393.442,-29.297,-83.223
2019-11-19T15:31:30.000,390.882,-16.907,-71.601
2019-11-19T15:32:00.000,387.743,-5.065,-59.873
2019-11-19T15:32:30.000,384.059,6.241,-48.054
2019-11-19T15:33:00.000,379.857,17.025,-36.145
2019-11-19T15:33:30.000,375.156,27.297,-24.144
2019-11-19T15:34:00.000,369.969,37.062,-12.038
2019-11-19T15:34:30.000,364.297,46.319,0.186
2019-11-19T15:35:00.000,358.134,55.058,12.544
2019-11-19T15:35:30.000,351.471,63.259,25.049
2019-11-19T15:36:00.000,344.289,70.891,37.710
2019-11-19T15:36:30.000,336.571,77.916,50.528
2019-11-19T15:37:00.000,328.299,84.287,63.497
2019-11-19T15:37:30.000,319.458,89.951,76.599
2019-11-19T15:38:00.000,310.036,94.851,89.808
2019-11-19T15:38:30.000,300.027,98.931,103.087
2019-11-19T15:39:00.000,289.430,102.132,116.391
2019-11-19T15:39:30.000,278.247,104.400,129.664
2019-11-19T15:40:00.000,266.490,105.683,142.843
2019-11-19T15:40:30.000,254.174,105.932,155.857
2019-11-19T15:41:00.000,241.318,105.105,168.627
2019-11-19T15:41:30.000,227.952,103.163,181.066
2019-11-19T15:42:00.000,214.110,100.075,193.081
2019-11-19T15:42:30.000,199.838,95.818,204.572
2019-11-19T15:43:00.000,185.191,90.376,215.434
2019-11-19T15:43:30.000,170.238,83.746,225.559
2019-11-19T15:44:00.000,155.058,75.936,234.838
2019-11-19T15:44:30.000,139.747,66.970,243.166
2019-11-19T15:45:00.000,124.410,56.888,250.446
2019-11-19T15:45:30.000,109.162,45.747,256.589
2019-11-19T15:46:00.000,94.125,33.622,261.522
2019-11-19T15:46:30.000,79.426,20.601,265.189
2019-11-19T15:47:00.000,65.190,6.788,267.552
2019-11-19T15:47:30.000,51.536,-7.702,268.596
2019-11-19T15:48:00.000,38.578,-22.749,268.323
2019-11-19T15:48:30.000,26.418,-38.227,266.755
2019-11-19T15:49:00.000,15.142,-54.009,263.930
2019-11-19T15:49:30.000,4.827,-69.972,259.902
2019-11-19T15:50:00.000,-4.466,-85.997,254.730
2019-11-19T15:50:30.000,-12.689,-101.971,248.485
2019-11-19T15:51:00.000,-19.804,-117.786,241.240
2019-11-19T15:51:30.000,-25.782,-133.341,233.071
2019-11-19T15:52:00.000,-30.603,-148.538,224.058
2019-11-19T15:52:30.000,-34.253,-163.282,214.279
2019-11-19T15:53:00.000,-36.723,-177.481,203.817
2019-11-19T15:53:30.000,-38.013,-191.040,192.757
2019-11-19T15:54:00.000,-38.130,-203.867,181.190
2019-11-19T15:54:30.000,-37.090,-215.869,169.214
2019-11-19T15:55:00.000,-34.921,-226.955,156.929
2019-11-19T15:55:30.000,-31.665,-237.038,144.448
2019-11-19T15:56:00.000,-27.380,-246.041,131.886
2019-11-19T15:56:30.000,-22.141,-253.895,119.364
2019-11-19T15:57:00.000,-16.041,-260.548,107.002
2019-11-19T15:57:30.000,-9.187,-265.966,94.922
2019-11-19T15:58:00.000,-1.703,-270.138,83.235
2019-11-19T15:58:30.000,6.277,-273.076,72.044
2019-11-19T15:59:00.000,14.611,-274.815,61.435
2019-11-19T15:59:30.000,23.155,-275.417,51.477
2019-11-19T16:00:00.000,31.771,-274.966,42.216
2019-11-19T16:00:30.000,40.327,-273.562,33.672
2019-11-19T16:01:00.000,48.707,-271.323,25.843
2019-11-19T16:01:30.000,56.814,-268.372,18.701
2019-11-19T16:02:00.000,64.576,-264.839,12.196
2019-11-19T16:02:30.000,71.942,-260.845,6.260
2019-11-19T16:03:00.000,78.890,-256.504,0.813
2019-11-19T16:03:30.000,85.423,-251.915,-4.236
2019-11-19T16:04:00.000,91.564,-247.155,-8.977
2019-11-19T16:04:30.000,97.358,-242.280,-13.500
2019-11-19T16:05:00.000,102.862,-237.322,-17.881
2019-11-19T16:05:30.000,108.141,-232.290,-22.184
2019-11-19T16:06:00.000,113.262,-227.171,-26.452
2019-11-19T16:06:30.000,118.290,-221.937,-30.710
2019-11-19T16:07:00.000,123.277,-216.545,-34.960
2019-11-19T16:07:30.000,128.265,-210.948,-39.183
2019-11-19T16:08:00.000,133.278,-205.097,-43.344
2019-11-19T16:08:30.000,138.322,-198.948,-47.392
2019-11-19T16:09:00.000,143.388,-192.470,-51.270
2019-11-19T16:09:30.000,148.448,-185.642,-54.915
2019-11-19T16:10:00.000,153.466,-178.463,-58.267
2019-11-19T16:10:30.000,158.395,-170.947,-61.272
2019-11-19T16:11:00.000,163.188,-163.127,-63.885
2019-11-19T16:11:30.000,167.797,-155.047,-66.078
2019-11-19T16:12:00.000,172.183,-146.764,-67.834
2019-11-19T16:12:30.000,176.316,-138.340,-69.152
2019-11-19T16:13:00.000,180.180,-129.840,-70.042
2019-11-19T16:13:30.000,183.773,-121.324,-70.526
2019-11-19T16:14:00.000,187.105,-112.847,-70.632
2019-11-19T16:14:30.000,190.202,-104.455,-70.391
2019-11-19T16:15:00.000,193.098,-96.182,-69.834
2019-11-19T16:15:30.000,195.837,-88.047,-68.988
2019-11-19T16:16:00.000,198.465,-80.060,-67.875
2019-11-19T16:16:30.000,201.034,-72.218,-66.507
2019-11-19T16:17:00.000,203.592,-64.506,-64.887
2019-11-19T16:17:30.000,206.185,-56.902,-63.007
2019-11-19T16:18:00.000,208.855,-49.378,-60.847
2019-11-19T16:18:30.000,211.634,-41.900,-58.377
2019-11-19T16:19:00.000,214.548,-34.431,-55.553
2019-11-19T16:19:30.000,217.613,-26.932,-52.320
2019-11-19T16:20:00.000,220.829,-19.365,-48.612
2019-11-19T16:20:30.000,224.184,-11.695,-44.348
2019-11-19T16:21:00.000,227.647,-3.889,-39.440
2019-11-19T16:21:30.000,231.166,4.076,-33.788
2019-11-19T16:22:00.000,234.665,12.213,-27.289
2019-11-19T16:22:30.000,238.044,20.520,-19.836
2019-11-19T16:23:00.000,241.175,28.977,-11.325
2019-11-19T16:23:30.000,243.905,37.540,-1.664
2019-11-19T16:24:00.000,246.059,46.140,9.225
2019-11-19T16:24:30.000,247.440,54.683,21.393
2019-11-19T16:25:00.000,247.843,63.044,34.860
2019-11-19T16:25:30.000,247.057,71.073,49.609
2019-11-19T16:26:00.000,244.877,78.594,65.578
2019-11-19T16:26:30.000,241.113,85.415,82.663
2019-11-19T16:27:00.000,235.602,91.329,100.711
2019-11-19T16:27:30.000,228.211,96.124,119.528
2019-11-19T16:28:00.000,218.854,99.590,138.878
2019-11-19T16:28:30.000,207.489,101.529,158.492
2019-11-19T16:29:00.000,194.126,101.761,178.079
2019-11-19T16:29:30.000,178.827,100.132,197.327
2019-11-19T16:30:00.000,161.704,96.518,215.920
2019-11-19T16:30:30.000,142.917,90.835,233.545
2019-11-19T16:31:00.000,122.669,83.036,249.899
2019-11-19T16:31:30.000,101.200,73.113,264.700
2019-11-19T16:32:00.000,78.779,61.105,277.693
2019-11-19T16:32:30.000,55.695,47.085,288.656
2019-11-19T16:33:00.000,32.254,31.170,297.404
2019-11-19T16:33:30.000,8.765,13.509,303.796
2019-11-19T16:34:00.000,-14.467,-5.718,307.734
2019-11-19T16:34:30.000,-37.144,-26.304,309.165
2019-11-19T16:35:00.000,-58.988,-48.025,308.081
2019-11-19T16:35:30.000,-79.745,-70.640,304.517
2019-11-19T16:36:00.000,-99.190,-93.907,298.551
2019-11-19T16:36:30.000,-117.130,-117.580,290.294
2019-11-19T16:37:00.000,-133.410,-141.423,279.890
2019-11-19T16:37:30.000,-147.910,-165.216,267.508
2019-11-19T16:38:00.000,-160.547,-188.757,253.332
2019-11-19T16:38:30.000,-171.270,-211.866,237.559
2019-11-19T16:39:00.000,-180.059,-234.393,220.389
2019-11-19T16:39:30.000,-186.918,-256.212,202.020
2019-11-19T16:40:00.000,-191.870,-277.224,182.641
2019-11-19T16:40:30.000,-194.950,-297.354,162.430
2019-11-19T16:41:00.000,-196.203,-316.548,141.551
2019-11-19T16:41:30.000,-195.677,-334.766,120.153
2019-11-19T16:42:00.000,-193.418,-351.983,98.370
2019-11-19T16:42:30.000,-189.469,-368.177,76.322
2019-11-19T16:43:00.000,-183.868,-383.330,54.120
2019-11-19T16:43:30.000,-176.647,-397.425,31.866
2019-11-19T16:44:00.000,-167.835,-410.437,9.657
2019-11-19T16:44:30.000,-157.456,-422.336,-12.412
2019-11-19T16:45:00.000,-145.534,-433.086,-34.243
2019-11-19T16:45:30.000,-132.094,-442.641,-55.736
2019-11-19T16:46:00.000,-117.164,-450.947,-76.784
2019-11-19T16:46:30.000,-100.781,-457.945,-97.274
2019-11-19T16:47:00.000,-82.995,-463.569,-117.083
2019-11-19T16:47:30.000,-63.866,-467.752,-136.080
2019-11-19T16:48:00.000,-43.475,-470.425,-154.125
2019-11-19T16:48:30.000,-21.923,-471.526,-171.075
2019-11-19T16:49:00.000,0.667,-470.999,-186.779
2019-11-19T16:49:30.000,24.150,-468.799,-201.087
2019-11-19T16:50:00.000,48.353,-464.901,-213.852
2019-11-19T16:50:30.000,73.083,-459.297,-224.937
2019-11-19T16:51:00.000,98.127,-452.007,-234.217
2019-11-19T16:51:30.000,123.257,-443.075,-241.587
2019-11-19T16:52:00.000,148.234,-432.574,-246.964
2019-11-19T16:52:30.000,172.817,-420.605,-250.298
2019-11-19T16:53:00.000,196.768,-407.293,-251.565
2019-11-19T16:53:30.000,219.861,-392.785,-250.777
2019-11-19T16:54:00.000,241.889,-377.247,-247.978
2019-11-19T16:54:30.000,262.665,-360.855,-243.243
2019-11-19T16:55:00.000,282.032,-343.791,-236.674
2019-11-19T16:55:30.000,299.863,-326.237,-228.399
2019-11-19T16:56:00.000,316.060,-308.369,-218.564
2019-11-19T16:56:30.000,330.556,-290.353,-207.327
2019-11-19T16:57:00.000,343.313,-272.342,-194.857
2019-11-19T16:57:30.000,354.317,-254.474,-181.327
2019-11-19T16:58:00.000,363.576,-236.872,-166.909
2019-11-19T16:58:30.000,371.118,-219.641,-151.771
2019-11-19T16:59:00.000,376.988,-202.874,-136.076
2019-11-19T16:59:30.000,381.245,-186.646,-119.979
2019-11-19T17:00:00.000,383.959,-171.024,-103.625
2019-11-19T17:00:30.000,385.212,-156.061,-87.149
2019-11-19T17:01:00.000,385.095,-141.797,-70.673
2019-11-19T17:01:30.000,383.708,-128.265,-54.306
2019-11-19T17:02:00.000,381.157,-115.485,-38.145
2019-11-19T17:02:30.000,377.553,-103.467,-22.269
2019-11-19T17:03:00.000,373.009,-92.209,-6.741
2019-11-19T17:03:30.000,367.637,-81.698,8.392
2019-11-19T17:04:00.000,361.545,-71.914,23.104
2019-11-19T17:04:30.000,354.831,-62.824,37.383
2019-11-19T17:05:00.000,347.583,-54.392,51.236
2019-11-19T17:05:30.000,339.873,-46.576,64.686
2019-11-19T17:06:00.000,331.754,-39.333,77.767
2019-11-19T17:06:30.000,323.259,-32.623,90.523
2019-11-19T17:07:00.000,314.401,-26.412,103.003
2019-11-19T17:07:30.000,305.172,-20.674,115.259
2019-11-19T17:08:00.000,295.544,-15.395,127.338
2019-11-19T17:08:30.000,285.473,-10.575,139.279
2019-11-19T17:09:00.000,274.903,-6.229,151.110
2019-11-19T17:09:30.000,263.771,-2.386,162.842
2019-11-19T17:10:00.000,252.011,0.909,174.467
2019-11-19T17:10:30.000,239.559,3.599,185.957
2019-11-19T17:11:00.000,226.361,5.617,197.261
2019-11-19T17:11:30.000,212.378,6.890,208.306
2019-11-19T17:12:00.000,197.589,7.343,219.001
2019-11-19T17:12:30.000,181.995,6.902,229.236
2019-11-19T17:13:00.000,165.626,5.501,238.891
2019-11-19T17:13:30.000,148.534,3.082,247.836
2019-11-19T17:14:00.000,130.800,-0.396,255.938
2019-11-19T17:14:30.000,112.531,-4.962,263.067
2019-11-19T17:15:00.000,93.854,-10.621,269.104
2019-11-19T17:15:30.000,74.915,-17.364,273.939
2019-11-19T17:16:00.000,55.875,-25.157,277.483
2019-11-19T17:16:30.000,36.903,-33.953,279.665
2019-11-19T17:17:00.000,18.172,-43.684,280.438
2019-11-19T17:17:30.000,-0.148,-54.270,279.779
2019-11-19T17:18:00.000,-17.890,-65.619,277.688
2019-11-19T17:18:30.000,-34.900,-77.629,274.186
2019-11-19T17:19:00.000,-51.038,-90.193,269.319
2019-11-19T17:19:30.000,-66.177,-103.203,263.146
2019-11-19T17:20:00.000,-80.209,-116.548,255.745
2019-11-19T17:20:30.000,-93.047,-130.120,247.203
2019-11-19T17:21:00.000,-104.618,-143.819,237.618
2019-11-19T17:21:30.000,-114.868,-157.545,227.092
2019-11-19T17:22:00.000,-123.760,-171.211,215.730
2019-11-19T17:22:30.000,-131.268,-184.733,203.636
2019-11-19T17:23:00.000,-137.379,-198.038,190.914
2019-11-19T17:23:30.000,-142.087,-211.058,177.663
2019-11-19T17:24:00.000,-145.392,-223.730,163.978
2019-11-19T17:24:30.000,-147.298,-235.997,149.951
2019-11-19T17:25:00.000,-147.812,-247.802,135.671
2019-11-19T17:25:30.000,-146.939,-259.089,121.227
2019-11-19T17:26:00.000,-144.688,-269.800,106.706
2019-11-19T17:26:30.000,-141.071,-279.872,92.200
2019-11-19T17:27:00.000,-136.103,-289.241,77.803
2019-11-19T17:27:30.000,-129.808,-297.834,63.616
2019-11-19T17:28:00.000,-122.222,-305.578,49.748
2019-11-19T17:28:30.000,-113.397,-312.396,36.310
2019-11-19T17:29:00.000,-103.402,-318.215,23.421
2019-11-19T17:29:30.000,-92.330,-322.964,11.200
2019-11-19T17:30:00.000,-80.297,-326.584,-0.235
2019-11-19T17:30:30.000,-67.443,-329.027,-10.774
2019-11-19T17:31:00.000,-53.929,-330.263,-20.318
2019-11-19T17:31:30.000,-39.936,-330.283,-28.783
2019-11-19T17:32:00.000,-25.660,-329.099,-36.110
2019-11-19T17:32:30.000,-11.302,-326.751,-42.262
2019-11-19T17:33:00.000,2.934,-323.299,-47.232
2019-11-19T17:33:30.000,16.849,-318.826,-51.043
2019-11-19T17:34:00.000,30.263,-313.438,-53.747
2019-11-19T17:34:30.000,43.011,-307.252,-55.424
2019-11-19T17:35:00.000,54.961,-300.401,-56.180
2019-11-19T17:35:30.000,66.009,-293.019,-56.141
2019-11-19T17:36:00.000,76.088,-285.244,-55.446
2019-11-19T17:36:30.000,85.164,-277.208,-54.244
2019-11-19T17:37:00.000,93.241,-269.034,-52.685
2019-11-19T17:37:30.000,100.356,-260.831,-50.915
2019-11-19T17:38:00.000,106.573,-252.690,-49.068
2019-11-19T17:38:30.000,111.982,-244.686,-47.261
2019-11-19T17:39:00.000,116.690,-236.871,-45.592
2019-11-19T17:39:30.000,120.814,-229.280,-44.134
2019-11-19T17:40:00.000,124.476,-221.928,-42.936
2019-11-19T17:40:30.000,127.797,-214.816,-42.020
2019-11-19T17:41:00.000,130.888,-207.932,-41.388
2019-11-19T17:41:30.000,133.848,-201.252,-41.017
2019-11-19T17:42:00.000,136.761,-194.751,-40.868
2019-11-19T17:42:30.000,139.694,-188.400,-40.891
2019-11-19T17:43:00.000,142.694,-182.170,-41.025
2019-11-19T17:43:30.000,145.793,-176.037,-41.207
2019-11-19T17:44:00.000,149.007,-169.984,-41.374
2019-11-19T17:44:30.000,152.343,-163.997,-41.466
2019-11-19T17:45:00.000,155.797,-158.071,-41.431
2019-11-19T17:45:30.000,159.362,-152.206,-41.224
2019-11-19T17:46:00.000,163.031,-146.406,-40.809
2019-11-19T17:46:30.000,166.796,-140.677,-40.159
2019-11-19T17:47:00.000,170.656,-135.024,-39.250
2019-11-19T17:47:30.000,174.615,-129.453,-38.066
2019-11-19T17:48:00.000,178.682,-123.963,-36.590
2019-11-19T17:48:30.000,182.874,-118.550,-34.805
2019-11-19T17:49:00.000,187.208,-113.199,-32.687
2019-11-19T17:49:30.000,191.706,-107.892,-30.205
2019-11-19T17:50:00.000,196.384,-102.601,-27.317
2019-11-19T17:50:30.000,201.254,-97.290,-23.966
2019-11-19T17:51:00.000,206.317,-91.917,-20.083
2019-11-19T17:51:30.000,211.553,-86.438,-15.584
2019-11-19T17:52:00.000,216.924,-80.803,-10.371
2019-11-19T17:52:30.000,222.361,-74.967,-4.340
2019-11-19T17:53:00.000,227.767,-68.889,2.622
2019-11-19T17:53:30.000,233.007,-62.537,10.622
2019-11-19T17:54:00.000,237.914,-55.892,19.759
2019-11-19T17:54:30.000,242.287,-48.953,30.114
2019-11-19T17:55:00.000,245.894,-41.742,41.741
2019-11-19T17:55:30.000,248.483,-34.304,54.658
2019-11-19T17:56:00.000,249.788,-26.708,68.841
2019-11-19T17:56:30.000,249.541,-19.052,84.217
2019-11-19T17:57:00.000,247.486,-11.456,100.665
2019-11-19T17:57:30.000,243.389,-4.064,118.012
2019-11-19T17:58:00.000,237.053,2.967,136.039
2019-11-19T17:58:30.000,228.326,9.465,154.484
2019-11-19T17:59:00.000,217.110,15.256,173.054
2019-11-19T17:59:30.000,203.371,20.166,191.432
2019-11-19T18:00:00.000,187.133,24.030,209.288
2019-11-19T18:00:30.000,168.484,26.697,226.293
2019-11-19T18:01:00.000,147.573,28.034,242.127
2019-11-19T18:01:30.000,124.599,27.932,256.487
2019-11-19T18:02:00.000,99.811,26.307,269.101
2019-11-19T18:02:30.000,73.494,23.100,279.726
2019-11-19T18:03:00.000,45.966,18.281,288.159
2019-11-19T18:03:30.000,17.566,11.847,294.240
2019-11-19T18:04:00.000,-11.350,3.823,297.848
2019-11-19T18:04:30.000,-40.420,-5.743,298.909
2019-11-19T18:05:00.000,-69.283,-16.776,297.393
2019-11-19T18:05:30.000,-97.583,-29.178,293.313
2019-11-19T18:06:00.000,-124.977,-42.831,286.727
2019-11-19T18:06:30.000,-151.147,-57.595,277.732
2019-11-19T18:07:00.000,-175.798,-73.317,266.465
2019-11-19T18:07:30.000,-198.672,-89.829,253.099
2019-11-19T18:08:00.000,-219.551,-106.957,237.834
2019-11-19T18:08:30.000,-238.261,-124.523,220.896
2019-11-19T18:09:00.000,-254.676,-142.351,202.527
2019-11-19T18:09:30.000,-268.718,-160.273,182.976
2019-11-19T18:10:00.000,-280.358,-178.134,162.495
2019-11-19T18:10:30.000,-289.609,-195.797,141.326
2019-11-19T18:11:00.000,-296.524,-213.143,119.697
2019-11-19T18:11:30.000,-301.185,-230.079,97.813
2019-11-19T18:12:00.000,-303.699,-246.531,75.857
2019-11-19T18:12:30.000,-304.185,-262.449,53.982
2019-11-19T18:13:00.000,-302.767,-277.805,32.315
2019-11-19T18:13:30.000,-299.568,-292.584,10.954
2019-11-19T18:14:00.000,-294.699,-306.787,-10.023
2019-11-19T18:14:30.000,-288.261,-320.421,-30.559
2019-11-19T18:15:00.000,-280.333,-333.501,-50.611
2019-11-19T18:15:30.000,-270.980,-346.038,-70.144
2019-11-19T18:16:00.000,-260.247,-358.040,-89.129
2019-11-19T18:16:30.000,-248.160,-369.510,-107.533
2019-11-19T18:17:00.000,-234.736,-380.439,-125.322
2019-11-19T18:17:30.000,-219.978,-390.805,-142.451
2019-11-19T18:18:00.000,-203.888,-400.574,-158.866
2019-11-19T18:18:30.000,-186.463,-409.698,-174.498
2019-11-19T18:19:00.000,-167.710,-418.115,-189.269
2019-11-19T18:19:30.000,-147.642,-425.750,-203.084
2019-11-19T18:20:00.000,-126.289,-432.517,-215.840
2019-11-19T18:20:30.000,-103.702,-438.322,-227.421
2019-11-19T18:21:00.000,-79.955,-443.068,-237.706
2019-11-19T18:21:30.000,-55.146,-446.656,-246.568
2019-11-19T18:22:00.000,-29.407,-448.991,-253.881
2019-11-19T18:22:30.000,-2.893,-449.986,-259.525
2019-11-19T18:23:00.000,24.210,-449.567,-263.388
2019-11-19T18:23:30.000,51.690,-447.680,-265.374
2019-11-19T18:24:00.000,79.315,-444.286,-265.403
2019-11-19T18:24:30.000,106.835,-439.374,-263.420
2019-11-19T18:25:00.000,133.991,-432.956,-259.397
2019-11-19T18:25:30.000,160.517,-425.067,-253.331
2019-11-19T18:26:00.000,186.151,-415.768,-245.254
2019-11-19T18:26:30.000,210.639,-405.145,-235.224
2019-11-19T18:27:00.000,233.741,-393.302,-223.332
2019-11-19T18:27:30.000,255.237,-380.361,-209.695
2019-11-19T18:28:00.000,274.933,-366.460,-194.458
2019-11-19T18:28:30.000,292.665,-351.747,-177.786
2019-11-19T18:29:00.000,308.300,-336.380,-159.865
2019-11-19T18:29:30.000,321.740,-320.516,-140.893
2019-11-19T18:30:00.000,332.920,-304.319,-121.078
2019-11-19T18:30:30.000,341.814,-287.944,-100.631
2019-11-19T18:31:00.000,348.428,-271.546,-79.763
2019-11-19T18:31:30.000,352.803,-255.269,-58.677
2019-11-19T18:32:00.000,355.007,-239.246,-37.569
2019-11-19T18:32:30.000,355.137,-223.599,-16.616
2019-11-19T18:33:00.000,353.311,-208.436,4.019
2019-11-19T18:33:30.000,349.664,-193.850,24.196
2019-11-19T18:34:00.000,344.347,-179.917,43.796
2019-11-19T18:34:30.000,337.517,-166.699,62.722
2019-11-19T18:35:00.000,329.334,-154.241,80.901
2019-11-19T18:35:30.000,319.959,-142.572,98.282
2019-11-19T18:36:00.000,309.546,-131.709,114.833
2019-11-19T18:36:30.000,298.241,-121.652,130.544
2019-11-19T18:37:00.000,286.178,-112.390,145.420
2019-11-19T18:37:30.000,273.474,-103.901,159.483
2019-11-19T18:38:00.000,260.229,-96.154,172.765
2019-11-19T18:38:30.000,246.522,-89.111,185.307
2019-11-19T18:39:00.000,232.408,-82.728,197.155
2019-11-19T18:39:30.000,217.919,-76.961,208.357
2019-11-19T18:40:00.000,203.066,-71.767,218.956
2019-11-19T18:40:30.000,187.836,-67.106,228.988
2019-11-19T18:41:00.000,172.197,-62.947,238.476
2019-11-19T18:41:30.000,156.103,-59.270,247.426
2019-11-19T18:42:00.000,139.499,-56.066,255.825
2019-11-19T18:42:30.000,122.330,-53.341,263.639
2019-11-19T18:43:00.000,104.543,-51.116,270.811
2019-11-19T18:43:30.000,86.103,-49.424,277.262
2019-11-19T18:44:00.000,66.992,-48.312,282.899
2019-11-19T18:44:30.000,47.222,-47.835,287.611
2019-11-19T18:45:00.000,26.835,-48.053,291.284
2019-11-19T18:45:30.000,5.907,-49.027,293.800
2019-11-19T18:46:00.000,-15.451,-50.814,295.051
2019-11-19T18:46:30.000,-37.098,-53.461,294.939
2019-11-19T18:47:00.000,-58.865,-57.008,293.388
2019-11-19T18:47:30.000,-80.564,-61.475,290.345
2019-11-19T18:48:00.000,-101.991,-66.869,285.783
2019-11-19T18:48:30.000,-122.938,-73.178,279.705
2019-11-19T18:49:00.000,-143.195,-80.372,272.143
2019-11-19T18:49:30.000,-162.565,-88.407,263.154
2019-11-19T18:50:00.000,-180.861,-97.223,252.820
2019-11-19T18:50:30.000,-197.918,-106.748,241.244
2019-11-19T18:51:00.000,-213.592,-116.902,228.547
2019-11-19T18:51:30.000,-227.762,-127.597,214.859
2019-11-19T18:52:00.000,-240.335,-138.741,200.321
2019-11-19T18:52:30.000,-251.241,-150.240,185.077
2019-11-19T18:53:00.000,-260.436,-162.002,169.273
2019-11-19T18:53:30.000,-267.896,-173.936,153.052
2019-11-19T18:54:00.000,-273.621,-185.956,136.551
2019-11-19T18:54:30.000,-277.627,-197.982,119.898
2019-11-19T18:55:00.000,-279.944,-209.940,103.215
2019-11-19T18:55:30.000,-280.613,-221.762,86.610
2019-11-19T18:56:00.000,-279.684,-233.389,70.180
2019-11-19T18:56:30.000,-277.209,-244.767,54.013
2019-11-19T18:57:00.000,-273.240,-255.845,38.186
2019-11-19T18:57:30.000,-267.828,-266.579,22.768
2019-11-19T18:58:00.000,-261.020,-276.923,7.823
2019-11-19T18:58:30.000,-252.855,-286.831,-6.588
2019-11-19T18:59:00.000,-243.374,-296.251,-20.401
2019-11-19T18:59:30.000,-232.610,-305.129,-33.552
2019-11-19T19:00:00.000,-220.604,-313.403,-45.968
2019-11-19T19:00:30.000,-207.397,-321.001,-57.572
2019-11-19T19:01:00.000,-193.047,-327.849,-68.278
2019-11-19T19:01:30.000,-177.624,-333.862,-77.997
2019-11-19T19:02:00.000,-161.219,-338.959,-86.636
2019-11-19T19:02:30.000,-143.950,-343.054,-94.104
2019-11-19T19:03:00.000,-125.957,-346.071,-100.316
2019-11-19T19:03:30.000,-107.407,-347.940,-105.199
2019-11-19T19:04:00.000,-88.492,-348.608,-108.697
2019-11-19T19:04:30.000,-69.424,-348.039,-110.775
2019-11-19T19:05:00.000,-50.429,-346.221,-111.427
2019-11-19T19:05:30.000,-31.740,-343.165,-110.675
2019-11-19T19:06:00.000,-13.594,-338.910,-108.572
2019-11-19T19:06:30.000,3.786,-333.520,-105.203
2019-11-19T19:07:00.000,20.189,-327.088,-100.684
2019-11-19T19:07:30.000,35.432,-319.728,-95.156
2019-11-19T19:08:00.000,49.365,-311.576,-88.784
2019-11-19T19:08:30.000,61.872,-302.784,-81.750
2019-11-19T19:09:00.000,72.883,-293.514,-74.245
2019-11-19T19:09:30.000,82.369,-283.935,-66.464
2019-11-19T19:10:00.000,90.347,-274.215,-58.598
2019-11-19T19:10:30.000,96.876,-264.516,-50.826
2019-11-19T19:11:00.000,102.055,-254.989,-43.311
2019-11-19T19:11:30.000,106.015,-245.769,-36.191
2019-11-19T19:12:00.000,108.916,-236.968,-29.577
2019-11-19T19:12:30.000,110.936,-228.680,-23.551
2019-11-19T19:13:00.000,112.263,-220.968,-18.160
2019-11-19T19:13:30.000,113.089,-213.876,-13.420
2019-11-19T19:14:00.000,113.601,-207.417,-9.318
2019-11-19T19:14:30.000,113.971,-201.585,-5.810
2019-11-19T19:15:00.000,114.353,-196.353,-2.831
2019-11-19T19:15:30.000,114.876,-191.675,-0.296
2019-11-19T19:16:00.000,115.644,-187.495,1.894
2019-11-19T19:16:30.000,116.731,-183.747,3.844
2019-11-19T19:17:00.000,118.181,-180.362,5.662
2019-11-19T19:17:30.000,120.017,-177.269,7.451
2019-11-19T19:18:00.000,122.234,-174.403,9.309
2019-11-19T19:18:30.000,124.814,-171.702,11.324
2019-11-19T19:19:00.000,127.722,-169.114,13.570
2019-11-19T19:19:30.000,130.920,-166.596,16.111
2019-11-19T19:20:00.000,134.363,-164.110,19.002
2019-11-19T19:20:30.000,138.009,-161.627,22.288
